cutoff_date,real_pce_growth_1,real_pce_growth_3,real_disposable_income_growth_1,real_disposable_income_growth_3,housing_starts_growth_1,housing_starts_growth_3,industrial_production_growth_1,industrial_production_growth_3,nonfarm_payrolls_diff_1,nonfarm_payrolls_diff_3,cpi_growth_1,cpi_growth_3,news_sentiment_latest,news_sentiment_mean_30d,news_sentiment_mean_90d,news_sentiment_momentum,quarter_end,gdp_initial,initial_growth,last_quarter_gdp,target
1995-01-18,0.49662124416851583,1.0624563876730164,-0.294709540214555,1.4789038352764905,6.713930283762792,5.129329438755015,0.9102255644764412,1.996738551386823,256.0,906.0,0.19993342214821297,0.5340466631317042,0.2114769220352172,0.23705887049436566,0.21236534847153554,0.024693522022830122,1994-12-31,1.0928903124491718,4.531909590378702,1.0808473330350674,4.531909590378702
1995-04-18,-0.06029379704699522,0.3130150825905176,0.33989480774838654,1.2536793069218177,-8.239020105877337,-24.357744577875362,-0.3276006205900295,0.1642036493744392,203.0,717.0,0.1984783979385618,0.7962882154894046,0.0597492679953575,0.011161120585165907,0.07180934766980092,-0.06064822708463501,1995-03-31,1.1005130705267276,2.819269597793994,1.0928903124491718,2.819269597793994
1995-07-18,0.5990416863454584,0.8737746814786007,0.6465759212247235,-0.22557067515958096,-1.283096993674171,-6.256927108817223,0.08267879759946695,-0.8230499136515412,215.0,177.0,0.13123361463502903,0.7899975253156555,0.0244035888463258,-0.019774012644787328,0.019422332956451592,-0.03919634560123892,1995-06-30,1.1019616170081068,0.5275390168647531,1.1005130705267276,0.5275390168647531
1995-10-18,0.8214042400716437,0.9435690148041687,-0.13093621249229415,0.6521927109211845,0.5738896669018168,8.662128531314028,-0.2443993069878303,0.9836144876713249,121.0,411.0,0.13063359140552677,0.45796612590240926,0.2234494686126709,0.2270119130611419,0.15638351744661724,0.07062839561452466,1995-09-30,1.1133671747627736,4.204813607794833,1.1019616170081068,4.204813607794833
1996-01-18,0.17519983996550081,0.46157042605354803,0.396626687238566,0.8327196887684352,5.575095407206909,1.9915309700941464,0.24459857282597142,0.08146639961763569,166.0,326.0,0.0,0.45647291521149214,0.0022517913021147,0.05227134074084456,0.12869202310943764,-0.07642068236859309,1995-12-31,1.115916883139888,0.9191865533940912,1.1133671747627736,0.9191865533940912
1996-04-18,0.9054127558830061,0.9920716286748288,0.5326561864428925,1.0180891841981676,-3.9300450551492006,1.5320633928732619,-0.48465361425291675,0.5684140354990319,140.0,618.0,0.38634948250440004,0.968686941822039,0.0919745489954948,0.10362654204169904,0.07287459544216589,0.030751946599533148,1996-03-31,1.1236730530204884,2.809316401581974,1.115916883139888,2.809316401581974
1996-07-18,0.690952164589298,0.8065764414366683,1.1833278841686834,0.3769845734504784,1.2920955007460933,2.809365987079282,0.47846981233359287,1.684757057261077,239.0,795.0,0.06379585543321298,0.7682496172016329,0.0655907019972801,0.059705470222979735,0.10611147002006567,-0.046405999797085935,1996-06-30,1.135347920894496,4.221186137614352,1.1236730530204884,4.221186137614352
1996-10-18,0.5413944505319179,-0.055253316604542135,0.4816455713438472,1.113643186004687,-6.13606676480698,-3.5522860658512734,0.23631361922831218,0.5522696482651135,-40.0,452.0,0.2538072428471594,0.6357300495467122,0.2288546860218048,0.24059186081091558,0.18455601160724955,0.05603584920366603,1996-09-30,1.1414590266985738,2.170479478128806,1.135347920894496,2.170479478128806
1997-01-18,0.3133869502550013,0.5894718199105142,0.2690532125480871,0.360852783435206,8.833325424754523,-1.2471444874420534,0.7776088949907667,1.4826646946574762,262.0,650.0,0.25173078113773784,0.8204526931966605,0.3410662710666656,0.33131911158561705,0.2877305545740657,0.04358855701155134,1996-12-31,1.1546885111168947,4.71721208627105,1.1414590266985738,4.71721208627105
1997-04-18,0.0689000037695564,1.2369559721230772,0.5519581647023486,1.66315586222332,-6.585344571888019,5.184746453196354,0.8793462028322985,1.5955700569485032,175.0,727.0,0.06255865077342548,0.43873464296257936,0.2741701602935791,0.256644332408905,0.29245541443427403,-0.035811082025369034,1997-03-31,1.170555922198692,5.611032212631861,1.1546885111168947,5.611032212631861
1997-07-18,0.36168660032611655,0.5284193039654994,0.32686326661579557,0.8740208591870413,4.724177676330221,-1.8424267326058619,0.2898613285634788,0.8712753874960733,217.0,710.0,0.12484396128389363,0.24984397755991594,0.4101680219173431,0.3418136462569237,0.2689436266819636,0.07287001957496009,1997-06-30,1.1768359408755775,2.1633269787601384,1.170555922198692,2.1633269787601384
1997-10-18,0.19439931636515695,1.4081840140018898,0.4375371195751043,0.8923843211174898,7.616136096556403,-0.19980026626731373,0.7059923630129639,2.050507271614599,215.0,639.0,0.24829311328256054,0.6218925515655727,0.1897177696228027,0.2377956653634707,0.33435389217403194,-0.09655822681056125,1997-09-30,1.1870598633743847,3.5206023352248206,1.1768359408755775,3.5206023352248206
1998-01-18,0.2762825525843837,0.6615059589035965,0.5564296961484416,1.1121558523027986,0.7868893061910853,9.302670140221814,0.4834706583797477,2.010157547694913,370.0,1073.0,0.0617856059197841,0.3712875552426276,0.1693481057882309,0.24774004220962523,0.22289177336626578,0.024848268843359445,1997-12-31,1.1996149877957134,4.298256515414534,1.1870598633743847,4.298256515414534
1998-04-18,0.33908879890809374,1.4039281746116572,0.4879330300298079,1.6691563305061052,-2.7908788117076533,3.1951599806602893,0.18891224336989865,-0.14946574657175304,-36.0,615.0,0.0,0.0617474548794128,0.1949595659971237,0.18677364885807035,0.14904757309705016,0.03772607576102019,1998-03-31,1.2121384409650091,4.241671116672219,1.1996149877957134,4.241671116672219
1998-07-18,0.44639831288275644,1.0067132353110964,0.27472034800588574,0.8170907681115835,-0.7163820933634213,-5.468622469455919,-0.6196018888286581,0.08280021407447435,205.0,834.0,0.06136851987630365,0.6153865574378692,-0.0589807406067848,-0.044985960371559455,0.07645587372373684,-0.1214418340952963,1998-06-30,1.216409107032953,1.416765252288843,1.2121384409650091,1.416765252288843
1998-10-18,0.5111733238891247,0.8612047951535473,0.3565532026261309,0.89095786463389,-5.605564992641554,4.761292805962025,-0.28562134255691873,0.9190387129035749,69.0,496.0,0.0,0.3674223361884721,-0.1718518882989883,-0.1563528344035148,-0.055477501990066645,-0.10087533241344815,1998-09-30,1.2262881930781224,3.2883965299332685,1.216409107032953,3.2883965299332685
1999-01-18,0.02100940656148964,1.1428037290933446,0.35153973443708963,0.9520081551224635,-2.6923552652400318,1.7125800823922788,0.22846811951149348,0.6907681056629755,378.0,793.0,0.12165451622037082,0.5486146036779438,0.1791948527097702,0.09388285283930596,0.024404600927502726,0.06947825191180323,1998-12-31,1.2430622402576093,5.584777764584947,1.2262881930781224,5.584777764584947
1999-04-18,0.7031197969606495,1.7107711991148022,0.5004485248811363,0.8691649487380104,-1.3498517670895716,0.9101314246345638,0.10928345066671952,0.30553955230647745,46.0,560.0,0.18198367169857121,0.3642991278500318,0.1574919670820236,0.168297150482734,0.18644268024298877,-0.01814552976025477,1999-03-31,1.256791830886814,4.491725083553355,1.2430622402576093,4.491725083553355
1999-07-18,0.5838944011502534,1.0493549530769641,0.3222315024784095,0.6107529399814737,6.152001062420354,-4.434799045430893,0.15214573123323305,0.6249740002137294,268.0,584.0,0.0,0.7246408520767744,0.2340905368328094,0.1817551106214523,0.16187552602754696,0.019879584593905347,1999-06-30,1.263918337479811,2.2875232150931346,1.256791830886814,2.2875232150931346
1999-10-18,0.6394964643515522,1.121816968434075,0.4939973266672837,1.2141099967415414,0.3586375631227767,0.47846981233359287,-0.32455439264573727,0.6247118684505892,-8.0,468.0,0.29949108938529534,0.5998818229253189,0.087669238448143,0.10829457019766167,0.14158136778407623,-0.03328679758641456,1999-09-30,1.2788919673408254,4.823674409968182,1.263918337479811,4.823674409968182
2000-01-18,0.4250402309370571,1.086698765152505,0.38079951899643305,1.0702266659526671,-2.2861669143262375,-3.3797379583290876,0.4043982873482399,1.7433201884954563,315.0,821.0,0.23724803536309125,0.5346018078361325,0.2753813564777374,0.2464512581626574,0.19788516821960606,0.04856608994305134,1999-12-31,1.2970395141888071,5.797983395914419,1.2788919673408254,5.797983395914419
2000-04-18,0.5235783267545813,1.7215878467302659,-0.10488972116977635,0.5012852035681803,-11.916750216576855,-9.791390573332492,0.27499276964668695,1.3768775294106916,416.0,817.0,0.70340266573794,1.4117881545784527,0.2578024566173553,0.2276862755417823,0.2508008938696649,-0.023114618327882613,2000-03-31,1.3141760739633106,5.390483357647469,1.2970395141888071,5.390483357647469
2000-07-18,0.22847657669835542,0.5858172554765062,0.36526076920644357,1.0734823051199882,-3.941396854087653,-13.494371141557515,0.20560256734816207,1.5211723844076097,11.0,592.0,0.5820738203809128,0.6404679826242266,0.2296367287635803,0.2246356030305226,0.20414824850029412,0.020487354530228485,2000-06-30,1.3309038749004185,5.189534585226596,1.3141760739633106,5.189534585226596
2000-10-18,0.6091839185877745,1.2077307317207797,0.2847609015701025,0.5165356160301116,0.3273325344968825,-2.644462386914004,0.2414532260139879,0.420862461124738,252.0,121.0,0.519781707361755,0.6936443996656827,0.1654319912195205,0.1936503248910109,0.2492754142317507,-0.055625089340739814,2000-09-30,1.3399442353808613,2.7448684920764688,1.3309038749004185,2.7448684920764688
2001-01-18,0.14425039347880642,0.8196573771019899,0.08541273168880537,0.41707785555846755,0.31796529173799826,2.4422807721137474,-0.5530953851970111,-1.1253025635038938,105.0,230.0,0.17206772240792034,0.517093941623159,0.1210531592369079,0.13961623037854826,0.17004063501954075,-0.030424404640992497,2000-12-31,1.3445205965028193,1.3731494640889297,1.3399442353808613,1.3731494640889297
2001-04-18,0.06072921962747557,0.8049245181540599,0.14462639440235847,0.3840999722880767,-1.2935197294739353,2.257149116217061,0.3803326334754331,-0.5678003857899405,-86.0,343.0,0.05673759017454927,0.9689445998323443,0.0868537724018096,0.015538133758430665,0.06717120130132466,-0.051633067542894,2001-03-31,1.351133204054522,1.9818367392447025,1.3445205965028193,1.9818367392447025
2001-07-18,0.1501536647932511,0.6548954161443632,0.0709792906196327,0.5221943981151611,2.9377877716731504,4.062096929091208,-0.6846635436139614,-1.7295066000952986,-114.0,-271.0,0.22509857563193236,0.903450526796501,0.0514117144048213,0.07761385006209211,0.11443385783996843,-0.03682000777787632,2001-06-30,1.3536083637084226,0.7347815524357371,1.351133204054522,0.7347815524357371
2001-10-18,0.21012630755699035,0.7793716190860778,1.8614000735791336,3.8116818964601507,1.665637482767579,-3.7410846442599954,-1.0310173796192146,-1.745896094079047,-199.0,-265.0,0.056353903999184496,0.0,-0.3324690759181976,-0.2678643874824047,-0.07323007760828155,-0.19463430987412317,2001-09-30,1.35240569723243,-0.3549223314620486,1.3536083637084226,-0.3549223314620486
2002-01-18,-0.6381466378279299,0.40400980165316014,0.0960792358009499,-3.0568826947208194,-3.4432196421484207,-0.950878796902721,-0.12132730621479126,-1.2529324728419944,-124.0,-943.0,-0.1690617477906997,-0.5063301956546695,-0.1406966149806976,-0.14862028583884238,-0.21413544954525096,0.06551516370640859,2001-12-31,1.3531610363828004,0.2235933167614501,1.35240569723243,0.2235933167614501
2002-04-18,0.531471906230685,1.102526853104635,0.5628776389524859,2.6262235618037977,-8.107031297672407,2.709525360871101,0.7134033140682838,1.5701143162814013,58.0,-53.0,0.3365118150314039,0.7305455362236479,-0.0256261099129915,-0.028470612092254027,-0.0662802570370129,0.03780964494475887,2002-03-31,1.3724844643139458,5.83560891594237,1.3531610363828004,5.83560891594237
2002-07-18,0.033233632741946906,0.22983996932470774,0.3445775219578451,0.44161503171284977,-3.6986898736312668,-0.17926506145196086,0.7891911619283043,1.4192866816810756,36.0,39.0,0.0,0.8391657636248162,-0.140437051653862,-0.11713331714272496,-0.082622100205885,-0.034511216936839964,2002-06-30,1.3761050605063323,1.0593775384006854,1.3724844643139458,1.0593775384006854
2002-10-18,0.09065498845526321,1.2904777774869203,0.20503835742999854,0.8369318030794659,12.465685045078523,8.548341750365474,-0.10173266531250391,0.12820240639719316,-43.0,118.0,0.16606701851404893,0.6102654168563149,-0.2155500650405883,-0.17086812704801557,-0.13474977720114917,-0.036118349846866404,2002-09-30,1.3867711786875068,3.1366119658184477,1.3761050605063323,3.1366119658184477
2003-01-18,0.46591216838880456,0.003018412315292096,0.302142630271085,0.646148947328129,2.385324780766407,3.9668662613213,-0.18517771055384102,-0.576983624095817,-101.0,-120.0,0.05508124622881638,0.44150182091167167,-0.0502882674336433,-0.05594308997193969,-0.06804852888324399,0.012105438911304299,2002-12-31,1.389344255007919,0.7442457764122556,1.3867711786875068,0.7442457764122556
2003-04-18,-0.43077312972066295,0.3435445692035799,-0.2160464357977787,0.2742367043932603,7.948106767000596,-2.4418527348145425,-0.5107688922119991,0.2281518426007878,-108.0,-262.0,0.32679767646159874,1.2585665443082483,-0.2398883551359176,-0.21843779534101485,-0.12243689977460434,-0.0960008955664105,2003-03-31,1.3948618121972296,1.598023646652691,1.389344255007919,1.598023646652691
2003-07-18,0.26068642286958266,1.0754158849882955,0.393010247186254,0.6413599724924168,3.6716917377979996,3.4418065790869257,0.08574217671908357,-0.3676742401897748,-30.0,-122.0,0.16353233407304657,-0.16326534238855217,0.0235616024583578,0.00016599666172016555,-0.06749188972688797,0.06765788638860813,2003-06-30,1.4030539968354483,2.370023475783989,1.3948618121972296,2.370023475783989
2003-10-18,0.5004253807506132,1.7001830002060458,0.6183480658025431,2.128783343871987,3.339028555053236,2.3580942588906417,0.38772378897702353,1.1146684614250724,57.0,-41.0,0.27063615977427347,0.7596346891934225,0.1229241788387298,0.13005152568221087,0.11216029104673196,0.01789123463547891,2003-09-30,1.4275033353891473,7.1546409859365,1.4030539968354483,7.1546409859365
2004-01-18,0.5172540845888918,0.43399125125969107,0.5947935128789439,-0.3668011499149415,4.445176257083361,12.268634158490421,0.07954606136157949,1.5088478737776079,1.0,144.0,0.21645030095722717,0.0,0.208544448018074,0.24647904882828392,0.2531802929109997,-0.006701244082715774,2003-12-31,1.4416517135500788,4.02384044712234,1.4275033353891473,4.02384044712234
2004-04-18,0.015910055188506078,0.7077885968570286,0.15564791574149694,0.8919744178168543,6.1652803427787894,-2.6550232094121107,-0.23025608707802903,1.2291113982373147,308.0,513.0,0.48192864359490883,1.2362425650413122,0.1649120450019836,0.12721809173623716,0.1813310178617636,-0.05411292612552643,2004-03-31,1.4564081036709442,4.157593434797646,1.4416517135500788,4.157593434797646
2004-07-18,0.43072571975812934,0.7453909537447956,0.031038742807609765,0.6238618604022861,-0.7092228309492299,3.7290700872532057,-0.29562937259344224,1.3316606639214967,112.0,671.0,0.3172927040576923,1.1683616708485722,0.3171382546424866,0.3274392773707708,0.2948793939418263,0.0325598834289445,2004-06-30,1.467367753341008,3.044196331942306,1.4564081036709442,3.044196331942306
2004-10-18,0.0026155757538504076,0.5797117684327446,0.3621762078122259,0.5846429138607334,0.6018072325562507,1.0555513939516814,0.14667978835118944,0.691532378080506,96.0,309.0,0.05281225367008702,0.3172927040576923,0.1518319249153137,0.18008187909921006,0.21261714994907374,-0.032535270849863684,2004-09-30,1.480796888806506,3.711302777484948,1.467367753341008,3.711302777484948
2005-01-18,0.025879247575844033,0.9620208875791292,0.1681373891432969,0.49275624738189805,-14.091513279162093,-13.056256313072012,0.8361616191928434,1.797699219283455,157.0,606.0,0.15702698855983854,0.945881986532271,0.3547811210155487,0.31365486383438107,0.23827482610940928,0.07538003772497179,2004-12-31,1.4923131404346313,3.147303600432938,1.480796888806506,3.147303600432938
2005-04-18,0.28194664258016644,1.1054102097901364,0.06743791369725471,1.1588758045336434,0.5481968959328398,19.562145474229098,0.296574405286254,0.5236123368020706,110.0,477.0,0.3652495581574655,0.4175371410481077,0.1591225415468216,0.2231535787383715,0.2931951683428552,-0.0700415896044837,2005-03-31,1.5037013208992782,3.087610315160072,1.4923131404346313,3.087610315160072
2005-07-18,-0.03815774457720522,0.557488288061947,0.13282722839065286,0.19991717412466414,0.19930250742650202,-10.346723623224019,0.8611481404585675,0.8914989454094524,146.0,542.0,0.0,0.4647568396547008,0.2105750888586044,0.19890718062718704,0.19217544330490957,0.00673173732227747,2005-06-30,1.5163742284886126,3.413980344658829,1.5037013208992782,3.413980344658829
2005-10-18,-0.9905073906846695,0.9478502110756182,-0.5357857882023254,-0.07267128880261708,-1.285873306176022,-1.5802797994910023,-1.3424602037325428,-1.1524980135092733,-35.0,453.0,1.2164366924944936,2.24156099522812,0.0770645290613174,0.07141408013800775,0.2006365893201695,-0.12922250918216177,2005-09-30,1.5305955356850574,3.804502182758851,1.5163742284886126,3.804502182758851
2006-01-18,0.7150131881898503,0.21498041841940818,0.7029002024115272,3.393142772584312,5.12189237490448,1.998163530962227,0.6150322561313537,2.3991340709500264,108.0,438.0,-0.05056890120407331,-0.4038369950674081,0.3804259598255157,0.35854272544384,0.2667876601219177,0.09175506532192235,2005-12-31,1.5348584621120749,1.118719793215206,1.5305955356850574,1.118719793215206
2006-04-18,0.10104728250475148,1.1272634618940458,0.18741881487347456,0.8004894169852506,-8.129780667733044,-1.4687526629409753,0.5779703495479183,0.7043979368292597,211.0,590.0,0.050238634565857865,0.6550791881538842,0.2703591287136078,0.27406424880027763,0.31259526775942903,-0.0385310189591514,2006-03-31,1.5530202875707768,4.817834865149773,1.5348584621120749,4.817834865149773
2006-07-18,0.06950823207638734,0.4202679483915617,-0.030432692249959814,-0.0036524121142633703,4.922459679448732,-8.564781788965892,0.7875672937813327,1.754194892954164,121.0,325.0,0.4467617259716228,1.3965314248641114,0.2241615951061248,0.21925578514734897,0.2563451336489783,-0.03708934850162934,2006-06-30,1.5624758651231456,2.457735865891486,1.5530202875707768,2.457735865891486
2006-10-18,-0.1282573214652416,0.5543813928763797,0.16136072396211176,0.8503646380322749,5.689288011560567,-3.3845116674678266,-0.5987329438727151,-0.23431516826137866,51.0,362.0,-0.4921269774806447,0.19753092842540454,0.2127367407083511,0.14069573556383444,0.16647223507364586,-0.025776499509811424,2006-09-30,1.5686225374176914,1.5828822775964202,1.5624758651231456,1.5828822775964202
2007-01-18,0.5290338860545418,1.2963859955357648,0.2691472507665438,1.558485500377671,4.356631702322122,-4.8732161211265,0.3798476179087906,0.24201617061256897,167.0,407.0,0.5438826756861914,0.049321825907444605,0.2810527682304382,0.2713028187553087,0.2540406563215785,0.017262162433730188,2006-12-31,1.5820696358509223,3.473366565438507,1.5686225374176914,3.473366565438507
2007-04-18,0.17550553110901035,0.8989261343771204,0.14135276931313,0.858252599460485,0.7936549595735976,-7.3025135014890274,-0.15847103670125762,0.22882215576043308,180.0,455.0,0.6062817432986201,1.1501649052734209,0.0795362815260887,0.08696773971120511,0.2096646755105919,-0.12269693579938679,2007-03-31,1.5870303510297827,1.260145824166159,1.5820696358509223,1.260145824166159
2007-07-18,0.06379508753457941,0.2192402159881368,-0.0939650988822649,-0.37884386644915224,2.2751756983415916,-1.6227536621756578,0.5447445398992556,0.8308182144044274,132.0,444.0,0.1912465567214916,1.2777157818326224,0.1143120303750038,0.1280213537315527,0.11934036860863363,0.00868098512291908,2007-06-30,1.600282720555845,3.3822389847223855,1.5870303510297827,3.3822389847223855
2007-10-18,0.6408502327532872,1.0113286457492876,0.44062539017328817,1.2280128515472555,-10.812746497690728,-20.91076398191607,0.05668071590436696,0.7499390013365748,110.0,292.0,0.26632710499763235,0.24418627963198603,-0.0906746834516525,-0.18691771676143007,-0.08527742055658664,-0.10164029620484342,2007-09-30,1.6156464126152437,3.895902294036113,1.600282720555845,3.895902294036113
2008-01-18,0.5445104793439626,0.8449589741715613,-0.2516360535217643,-0.23212531394545266,-15.35824979937912,-16.122584730635925,-0.04430114145703712,-0.21027773778108383,18.0,292.0,0.2821745899791672,1.3675198571006852,-0.2016976624727249,-0.1424721909066041,-0.1192105036642816,-0.0232616872423225,2007-12-31,1.6182100728776512,0.6362205519658382,1.6156464126152437,0.6362205519658382
2008-04-18,0.0,0.07055264536219852,0.34630282180661,0.6350394267723658,-12.677684737568473,-5.44561857960586,0.32793050575294913,-0.2832917326163198,-80.0,-232.0,0.3428263492192052,0.762861333220588,-0.2731262445449829,-0.28287820915381107,-0.26614921076430215,-0.01672899838950892,2008-03-31,1.620621650364917,0.5974437447809011,1.6182100728776512,0.5974437447809011
2008-07-18,0.3577778820750055,0.7658491806086687,5.1178612838402415,5.254880453703237,8.718195268300732,7.59859069779214,0.48261225965475774,-0.44127115694427843,-62.0,-191.0,1.0500980816222416,1.9048460341068107,-0.3123707175254822,-0.3068406323591868,-0.2674711164500978,-0.03936951590908899,2008-06-30,1.6282196189472562,1.8885513894914885,1.620621650364917,1.8885513894914885
2008-10-18,0.0036174433120095273,-0.7424170954452691,-0.9014635370832025,-4.954504219402267,-6.515032904897655,-28.737602807295737,-2.8550614571670963,-3.8396843525970503,-159.0,-299.0,-0.03061506605011033,0.6464709733764451,-0.4942660331726074,-0.4209699362516403,-0.3565546413262685,-0.06441529492537179,2008-09-30,1.627192210896008,-0.2521615647424591,1.6282196189472562,-0.2521615647424591
2009-01-18,0.5550700783791385,-0.37922661502687305,1.0052629455154616,1.722285151404357,-20.993672382692807,-31.217954405216908,-2.0216742428677215,-1.5592602517385146,-524.0,-1531.0,-0.7396100138393535,-3.403976772902606,-0.3770123720169067,-0.38558654487133026,-0.4054411470890044,0.019854602217674155,2008-12-31,1.6114932320504043,-3.803667045424542,1.627192210896008,-3.803667045424542
2009-04-18,-0.1756569287204357,-0.07078782256915161,-0.4470451280246479,1.0323169994782333,-11.472826566142658,-8.99482366629396,-1.490750722698131,-5.149496749461235,-663.0,-2055.0,-0.13764885747367117,0.5359542020279662,-0.2099945098161697,-0.2810674940546354,-0.328656731877062,0.04758923782242663,2009-03-31,1.5861504062072391,-6.143679685185943,1.6114932320504043,-6.143679685185943
2009-07-18,0.19050183440771917,-0.1073026892045803,1.5572166063709147,2.8060358332062663,3.4968597837747417,11.072040597807131,-0.3959804579189985,-2.340206541980283,-467.0,-1308.0,0.7408741342630698,0.817003746248357,-0.30806764960289,-0.32744695742925006,-0.2912492189142439,-0.036197738515006184,2009-06-30,1.5821007858160063,-1.017340613111506,1.5861504062072391,-1.017340613111506
2009-10-18,0.9380212880879313,1.3259408657045668,-0.19806067933725302,-1.8841960654738088,1.5164570299044833,8.185594479771652,0.6591711656721344,2.7550961713072475,-263.0,-768.0,0.1683599682499093,0.6191768764742811,-0.0909475237131118,-0.10207520971695577,-0.18921913570827903,0.08714392599132326,2009-09-30,1.5958965722287726,3.5338544720342924,1.5821007858160063,3.5338544720342924
2010-01-18,0.21979925239179465,-0.13981654048524916,0.23890373435655476,0.6456569865408213,8.542884777820436,-1.2121360532344028,0.6358886232554539,1.429954907372455,-85.0,-208.0,0.1338574365387757,0.8076991839213399,0.0517926700413227,0.09795414588103687,0.02640147110796532,0.07155267477307156,2009-12-31,1.6182856245794728,5.7308533351730695,1.5958965722287726,5.7308533351730695
